sn,item_id,link,product_name,category,designer,price,old_price,sellable_online,other_colors,short_description,dimension,depth,height,width
1,121766,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-00121766/,INGOLF,Bar furniture,Carina Bengs,395,No old price,TRUE,No,Bar stool with backrest,74 cm,45,102,40
2,272656,https://www.ikea.com/sa/en/p/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-kavat-white-00272656/,BERNHARD,Bar furniture,Ola Wihlborg,745,No old price,TRUE,No,Bar stool with backrest,66 cm,50,90,48
3,340759,https://www.ikea.com/sa/en/p/ekedalen-bar-table-white-00340759/,EKEDALEN,Bar furniture,Ehlén Johansson,995,No old price,TRUE,No,Bar table,120x80 cm,,105,80
4,368814,https://www.ikea.com/sa/en/p/nordviken-bar-table-black-00368814/,NORDVIKEN,Bar furniture,Francis Cayouette,995,No old price,FALSE,No,Bar table,140x80 cm,,105,80
5,397736,https://www.ikea.com/sa/en/p/norraryd-bar-stool-with-backrest-black-00397736/,NORRARYD,Bar furniture,Nike Karlsson,395,No old price,TRUE,No,Bar stool with backrest,74 cm,47,103,46
6,400545,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-white-orrsta-light-grey-00400545/,EKEDALEN,Bar furniture,Ehlén Johansson,345,No old price,TRUE,No,Bar stool with backrest,75 cm,51,114,43
7,400550,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-brown-orrsta-light-grey-00400550/,EKEDALEN,Bar furniture,Ehlén Johansson,345,No old price,TRUE,No,Bar stool with backrest,75 cm,52,114,43
8,9288224,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,STENSELE,Bar furniture,Maja Ganszyniec,550,No old price,TRUE,No,Bar table,70 cm,,105,
9,9333523,https://www.ikea.com/sa/en/p/nordviken-nordviken-bar-table-and-4-bar-stools-black-black-s09333523/,NORDVIKEN / NORDVIKEN,Bar furniture,Francis Cayouette,2095,No old price,FALSE,No,Bar table and 4 bar stools,NA,,,
10,10122647,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-10122647/,INGOLF,Bar furniture,Carina Bengs,345,No old price,TRUE,No,Bar stool with backrest,63 cm,45,91,40
11,10281354,https://www.ikea.com/sa/en/p/janinge-bar-stool-grey-10281354/,JANINGE,Bar furniture,John/Jonas/Petrus/Paul/Caroline,595,No old price,TRUE,No,Bar stool,76 cm,36,84,38
12,10400540,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,EKEDALEN,Bar furniture,Ehlén Johansson,345,No old price,TRUE,No,Bar stool with backrest,75 cm,52,114,43
13,19297275,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-birch-s19297275/,NORRÅKER / NORRÅKER,Bar furniture,J Karlsson/N Karlsson,1266,"SR 1,385",TRUE,No,Bar table and 2 bar stools,74 cm,,,
14,20336619,https://www.ikea.com/sa/en/p/henriksdal-cover-for-bar-stool-with-backrest-graesbo-white-20336619/,HENRIKSDAL,Bar furniture,IKEA of Sweden,40,No old price,TRUE,No,Cover for bar stool with backrest,NA,,,
15,20429010,https://www.ikea.com/sa/en/p/norraker-bar-stool-with-backrest-birch-20429010/,NORRÅKER,Bar furniture,J Karlsson/N Karlsson,395,No old price,TRUE,Yes,Bar stool with backrest,74 cm,48,100,42
16,29297227,https://www.ikea.com/sa/en/p/stensele-norraryd-bar-table-and-2-bar-stools-anthracite-anthracite-black-s29297227/,STENSELE / NORRARYD,Bar furniture,Nike Karlsson/Maja Ganszyniec,1340,No old price,TRUE,No,Bar table and 2 bar stools,NA,,,
17,29304223,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-white-orrsta-light-grey-s29304223/,EKEDALEN / EKEDALEN,Bar furniture,Ehlén Johansson,2375,No old price,TRUE,No,Bar table and 4 bar stools,120 cm,,,
18,29304826,https://www.ikea.com/sa/en/p/tommaryd-table-anthracite-s29304826/,TOMMARYD,Bar furniture,Maja Ganszyniec,695,No old price,TRUE,No,Table,130x70/105 cm,,105,70
19,30135658,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,GLENN,Bar furniture,Marcus Arvonen,445,No old price,TRUE,Yes,Bar stool,77 cm,52,100,50
20,30180504,https://www.ikea.com/sa/en/p/norberg-wall-mounted-drop-leaf-table-white-30180504/,NORBERG,Bar furniture,Marcus Arvonen,225,No old price,TRUE,No,Wall-mounted drop-leaf table,74x60 cm,60,43,74
21,30308395,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,RÄSKOG,Bar furniture,Nike Karlsson,175,No old price,TRUE,No,Bar stool,63 cm,44,63,44
22,30352246,https://www.ikea.com/sa/en/p/raskog-bar-stool-black-30352246/,RÄSKOG,Bar furniture,Nike Karlsson,175,No old price,TRUE,No,Bar stool,63 cm,44,63,44
23,39184324,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-graesbo-white-s39184324/,HENRIKSDAL,Bar furniture,IKEA of Sweden/Karl Malmvall,435,No old price,TRUE,No,Bar stool with backrest,74 cm,51,102,40
24,40339004,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,NORRÅKER,Bar furniture,J Karlsson/N Karlsson,595,No old price,TRUE,Yes,Bar table,74x74 cm,,102,74
25,40400529,https://www.ikea.com/sa/en/p/ekedalen-bar-table-brown-40400529/,EKEDALEN,Bar furniture,Ehlén Johansson,796,SR 995,TRUE,No,Bar table,120x80 cm,,105,80
26,40426138,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-frame-dark-brown-40426138/,HENRIKSDAL,Bar furniture,Karl Malmvall,395,No old price,TRUE,No,Bar stool with backrest frame,74 cm,51,102,40
27,49297274,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-black-s49297274/,NORRÅKER / NORRÅKER,Bar furniture,J Karlsson/N Karlsson,1266,"SR 1,385",TRUE,No,Bar table and 2 bar stools,74 cm,,,
28,49304217,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-brown-orrsta-light-grey-s49304217/,EKEDALEN / EKEDALEN,Bar furniture,Ehlén Johansson,2176,"SR 2,375",TRUE,No,Bar table and 4 bar stools,120 cm,,,
29,50363649,https://www.ikea.com/sa/en/p/kullaberg-stool-black-50363649/,KULLABERG,Bar furniture,Sarah Fager,140,SR 175,TRUE,Yes,Stool,NA,36,,36
30,50406465,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-50406465/,FRANKLIN,Bar furniture,K Hagberg/M Hagberg,129,No old price,TRUE,No,"Bar stool with backrest, foldable",63 cm,44,95,50
31,50420329,https://www.ikea.com/sa/en/p/frekvens-bar-stool-with-backrest-in-outdoor-black-50420329/,FREKVENS,Bar furniture,Nicholai Wiig Hansen,177,SR 295,TRUE,No,"Bar stool with backrest, in/outdoor",74 cm,53,104,43
32,60155602,https://www.ikea.com/sa/en/p/dalfred-bar-stool-black-60155602/,DALFRED,Bar furniture,Sarah Fager,195,No old price,TRUE,No,Bar stool,63-74 cm,50,,50
33,60400745,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,YNGVAR,Bar furniture,IKEA of Sweden,475,No old price,TRUE,No,Bar stool,75 cm,40,,40
34,60406785,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-60406785/,FRANKLIN,Bar furniture,K Hagberg/M Hagberg,149,No old price,TRUE,No,"Bar stool with backrest, foldable",74 cm,44,103,52
35,69304221,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-dark-brown-orrsta-light-grey-s69304221/,EKEDALEN / EKEDALEN,Bar furniture,Ehlén Johansson,2176,"SR 2,375",TRUE,No,Bar table and 4 bar stools,NA,,,
36,70246089,https://www.ikea.com/sa/en/p/janinge-bar-stool-white-70246089/,JANINGE,Bar furniture,John/Jonas/Petrus/Paul/Caroline,595,No old price,TRUE,No,Bar stool,76 cm,36,84,38
37,70404875,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-70404875/,FRANKLIN,Bar furniture,K Hagberg/M Hagberg,129,No old price,TRUE,No,"Bar stool with backrest, foldable",63 cm,44,95,50
38,79241940,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-black-black-s79241940/,NORRÅKER / NORRÅKER,Bar furniture,J Karlsson/N Karlsson,1385,No old price,TRUE,No,Bar table and 2 bar stools,74 cm,,104,74
39,80155205,https://www.ikea.com/sa/en/p/stig-bar-stool-with-backrest-black-silver-colour-80155205/,STIG,Bar furniture,Henrik Preutz,69,No old price,TRUE,Yes,Bar stool with backrest,74 cm,50,100,60
40,80369112,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,NORDVIKEN,Bar furniture,Francis Cayouette,275,No old price,FALSE,No,Bar stool with backrest,75 cm,47,101,40
41,89280380,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-black-black-s89280380/,NORRÅKER / NORRARYD,Bar furniture,Nike Karlsson/J Karlsson,1385,No old price,TRUE,No,Bar table and 2 bar stools,74 cm,,104,74
42,89297272,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-birch-black-s89297272/,NORRÅKER / NORRARYD,Bar furniture,Nike Karlsson/J Karlsson,1266,"SR 1,385",TRUE,No,Bar table and 2 bar stools,74 cm,,,
43,90319918,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-glose-black-90319918/,HENRIKSDAL,Bar furniture,Karl Malmvall,695,No old price,TRUE,No,Bar stool with backrest,74 cm,51,102,40
44,90400517,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,EKEDALEN,Bar furniture,Ehlén Johansson,796,SR 995,TRUE,No,Bar table,120x80 cm,,105,80
45,90404879,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-90404879/,FRANKLIN,Bar furniture,K Hagberg/M Hagberg,149,No old price,TRUE,No,"Bar stool with backrest, foldable",74 cm,44,103,52
46,90420332,https://www.ikea.com/sa/en/p/frekvens-bar-table-in-outdoor-black-90420332/,FREKVENS,Bar furniture,Nicholai Wiig Hansen,265,No old price,TRUE,No,"Bar table, in/outdoor",51x51 cm,,99,51
47,99323925,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,STENSELE,Bar furniture,Maja Ganszyniec,550,No old price,TRUE,No,Bar table,70x70 cm,,104,70
48,102065,https://www.ikea.com/sa/en/p/lycksele-loevas-mattress-00102065/,LYCKSELE LÖVÄS,Beds,IKEA of Sweden,495,No old price,TRUE,No,Mattress,140x188 cm,,,
49,102452,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-pine-00102452/,MYDAL,Beds,IKEA of Sweden,795,No old price,TRUE,No,Bunk bed frame,90x200 cm,,157,
50,228705,https://www.ikea.com/sa/en/p/brimnes-day-bed-frame-with-2-drawers-white-00228705/,BRIMNES,Beds,K Hagberg/M Hagberg,1095,No old price,TRUE,No,Day-bed frame with 2 drawers,80x200 cm,53,21,86
51,239233,https://www.ikea.com/sa/en/p/tuffing-bunk-bed-frame-dark-grey-00239233/,TUFFING,Beds,IKEA of Sweden,475,No old price,TRUE,No,Bunk bed frame,90x200 cm,,130,96
52,248567,https://www.ikea.com/sa/en/p/sundvik-cot-white-00248567/,SUNDVIK,Beds,IKEA of Sweden,695,No old price,TRUE,No,Cot,60x120 cm,,85,67
53,249487,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-00249487/,MALM,Beds,Eva Lilja Löwenhielm,445,No old price,TRUE,Yes,"Bed frame, high",90x200 cm,,,105
54,257953,https://www.ikea.com/sa/en/p/gonatt-cot-light-grey-00257953/,GONATT,Beds,J Asshoff/H Brogård,1095,No old price,TRUE,No,Cot,60x120 cm,,103,66
55,360484,https://www.ikea.com/sa/en/p/utaker-stackable-bed-pine-00360484/,UTÄKER,Beds,Henrik Preutz,695,No old price,TRUE,No,Stackable bed,80x200 cm,,2,83
56,400692,https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-00400692/,BRIMNES,Beds,K Hagberg/M Hagberg,220,SR 250,TRUE,No,Headboard with storage compartment,90 cm,28,110,96
57,9149879,https://www.ikea.com/sa/en/p/vallentuna-sofa-bed-module-hillared-dark-grey-s09149879/,VALLENTUNA,Beds,Fredriksson/L Löwenhielm/Hilland,1160,"SR 1,450",TRUE,Yes,Sofa-bed module,NA,100,45,80
58,9186126,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-white-husvika-firm-s09186126/,HEMNES,Beds,IKEA of Sweden/Carina Bengs,2185,No old price,TRUE,Yes,Day-bed w 3 drawers/2 mattresses,80x200 cm,70,18,89
59,9217849,https://www.ikea.com/sa/en/p/brathult-corner-sofa-bed-borred-grey-green-s09217849/,BRÄTHULT,Beds,David Wahl/Lisa Hilland/IKEA of Sweden,1991,"SR 2,100",TRUE,Yes,Corner sofa-bed,NA,78,69,212
60,9241043,https://www.ikea.com/sa/en/p/songesand-bed-frame-brown-s09241043/,SONGESAND,Beds,IKEA of Sweden,395,No old price,TRUE,Yes,Bed frame,140x200 cm,,,153
61,9241420,https://www.ikea.com/sa/en/p/nordli-bed-frame-w-storage-and-headboard-white-s09241420/,NORDLI,Beds,Ola Wihlborg,2290,No old price,TRUE,Yes,Bed frame w storage and headboard,140x200 cm,51,16,240
62,9277918,https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-sofa-bed-with-open-end-hillared-light-blue-s09277918/,VALLENTUNA,Beds,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,4036,"SR 5,045",TRUE,Yes,3-seat modular sofa with sofa-bed,NA,,84,273
63,9278003,https://www.ikea.com/sa/en/p/vallentuna-modular-corner-sofa-3-seat-sofa-bed-and-storage-murum-white-s09278003/,VALLENTUNA,Beds,Ehlén Johansson,5780,"SR 7,225",TRUE,Yes,Modular corner sofa 3-seat+sofa-bed,NA,93,84,266
64,9278569,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-4-seat-with-open-end-sporda-natural-s09278569/,GRÖNLID,Beds,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,6110,No old price,TRUE,Yes,Corner sofa-bed,4-seat,98,104,235
65,9302913,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s09302913/,PLATSA,Beds,IKEA of Sweden,1611,"SR 1,715",TRUE,No,Bed frame with 4 drawers,142x244x43 cm,40,42,141
66,9306355,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-pocket-spring-mattress-knisa-grey-beige-s09306355/,NYHAMN,Beds,IKEA of Sweden/Lisa Hilland,1520,No old price,TRUE,Yes,Sofa-bed with triple cushion,NA,97,90,200
67,9306416,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-foam-mattress-skiftebo-yellow-s09306416/,NYHAMN,Beds,IKEA of Sweden/Lisa Hilland,1470,No old price,TRUE,Yes,Sofa-bed with triple cushion,NA,97,90,200
68,9306435,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-pocket-spring-mattress-skiftebo-yellow-s09306435/,NYHAMN,Beds,IKEA of Sweden/Lisa Hilland,1445,No old price,TRUE,Yes,3-seat sofa-bed,NA,97,90,200
69,9324284,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-6-doors-12-drawers-white-fonnes-s09324284/,PLATSA,Beds,IKEA of Sweden/Lisa Hilland,3339,"SR 3,760",TRUE,No,Bed frame with 6 doors+12 drawers,140x244x203 cm,40,43,140
70,10247973,https://www.ikea.com/sa/en/p/svaerta-bunk-bed-frame-silver-colour-10247973/,SVÄRTA,Beds,Tord Björklund,895,No old price,TRUE,No,Bunk bed frame,90x200 cm,,159,97
71,10248519,https://www.ikea.com/sa/en/p/gulliver-cot-white-10248519/,GULLIVER,Beds,IKEA of Sweden,595,No old price,TRUE,No,Cot,60x120 cm,,80,66
72,10309616,https://www.ikea.com/sa/en/p/batsfjord-leg-birch-10309616/,BÄTSFJORD,Beds,Ehlén Johansson,30,SR 50/4 pack,TRUE,No,Leg,10 cm,,,
73,10311228,https://www.ikea.com/sa/en/p/kura-bed-tent-pink-10311228/,KURA,Beds,T Christensen/K Legaard,125,No old price,TRUE,No,Bed tent,NA,,68,97
74,10362963,https://www.ikea.com/sa/en/p/slaekt-pouffe-mattress-foldable-10362963/,SLÄKT,Beds,Gustav Carlberg,425,No old price,TRUE,No,"Pouffe/mattress, foldable",NA,,,62
75,10372976,https://www.ikea.com/sa/en/p/nordli-headboard-white-10372976/,NORDLI,Beds,Ola Wihlborg,695,No old price,TRUE,No,Headboard,140/160 cm,,84,240
76,10411242,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-white-light-grey-10411242/,VITVAL,Beds,IKEA of Sweden,995,No old price,TRUE,No,Loft bed frame,90x200 cm,,195,135
77,10448325,https://www.ikea.com/sa/en/p/vitval-underbed-white-10448325/,VITVAL,Beds,Tord Björklund,295,No old price,TRUE,No,Underbed,90x200 cm,,20,90
78,10453086,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-10453086/,PLATSA,Beds,IKEA of Sweden,1195,No old price,TRUE,No,Bed frame with storage,140x200 cm,40,43,140
79,19009562,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-luroey-s19009562/,MALM,Beds,Eva Lilja Löwenhielm/IKEA of Sweden,545,No old price,TRUE,Yes,"Bed frame, high",90x200 cm,,,105
80,19129932,https://www.ikea.com/sa/en/p/brimnes-day-bed-w-2-drawers-2-mattresses-white-malfors-medium-firm-s19129932/,BRIMNES,Beds,K Hagberg/M Hagberg/IKEA of Sweden,1795,No old price,TRUE,Yes,Day-bed w 2 drawers/2 mattresses,80x200 cm,53,21,86
81,19166180,https://www.ikea.com/sa/en/p/lycksele-murbo-two-seat-sofa-bed-ebbarp-black-white-s19166180/,LYCKSELE MURBO,Beds,IKEA of Sweden,1445,No old price,TRUE,Yes,Two-seat sofa-bed,NA,100,87,142
82,19175957,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,MALM,Beds,Eva Lilja Löwenhielm/IKEA of Sweden,920,No old price,TRUE,Yes,"Bed frame, high, w 2 storage boxes",180x200 cm,59,15,196
83,19185433,https://www.ikea.com/sa/en/p/sniglar-bed-frame-with-slatted-bed-base-beech-s19185433/,SNIGLAR,Beds,IKEA of Sweden,195,No old price,TRUE,No,Bed frame with slatted bed base,70x160 cm,,,77
84,19254209,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-s19254209/,SAGSTUA,Beds,IKEA of Sweden/Paulin Machado,545,No old price,TRUE,Yes,Bed frame,140x200 cm,,140,148
85,19259631,https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-loenset-s19259631/,SAGSTUA,Beds,Paulin Machado,745,No old price,TRUE,Yes,Bed frame,90x200 cm,,120,98
86,19268763,https://www.ikea.com/sa/en/p/stuva-loft-bed-combo-w-2-shlvs-3-shlvs-white-s19268763/,STUVA,Beds,IKEA of Sweden/Ebba Strandmark,1725,No old price,TRUE,No,Loft bed combo w 2 shlvs/3 shlvs,207x99x182 cm,,182,
87,19285588,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-gunnared-medium-grey-s19285588/,VIMLE,Beds,Ehlén Johansson/IKEA of Sweden,3355,No old price,TRUE,Yes,2-seat sofa-bed,NA,98,83,190
88,19287530,https://www.ikea.com/sa/en/p/delaktig-bed-frame-aluminium-s19287530/,DELAKTIG,Beds,IKEA of Sweden/Tom Dixon,1400,No old price,TRUE,No,Bed frame,160x200 cm,,29,164
89,19290014,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-lejde-grey-black-s19290014/,LIDHULT,Beds,IKEA of Sweden/Henrik Preutz,3340,No old price,TRUE,Yes,2-seat sofa-bed section,NA,97,95,160
90,19290603,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-grann-bomstad-dark-brown-s19290603/,LIDHULT,Beds,IKEA of Sweden/Henrik Preutz,4841,"SR 5,640",TRUE,No,2-seat sofa-bed section,NA,97,95,160
91,19299726,https://www.ikea.com/sa/en/p/vimle-corner-sofa-bed-5-seat-with-chaise-longue-dalstorp-multicolour-s19299726/,VIMLE,Beds,Ehlén Johansson/IKEA of Sweden,7765,No old price,TRUE,Yes,Corner sofa-bed,5-seat,98,83,349
92,19302917,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-s19302917/,PLATSA,Beds,IKEA of Sweden,2210,"SR 2,395",TRUE,No,Bed frame with storage,140x244x223 cm,40,43,140
93,19302922,https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-with-underbed-white-light-grey-s19302922/,VITVAL,Beds,IKEA of Sweden/Tord Björklund,1590,No old price,TRUE,No,Bunk bed frame with underbed,90x200 cm,,162,97
94,19326428,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-s19326428/,SLÄKT,Beds,IKEA of Sweden/Ebba Strandmark,520,No old price,FALSE,No,Ext bed frame with slatted bed base,80x200 cm,,,91
95,20228709,https://www.ikea.com/sa/en/p/brimnes-headboard-with-storage-compartment-white-20228709/,BRIMNES,Beds,K Hagberg/M Hagberg,220,No old price,TRUE,Yes,Headboard with storage compartment,140 cm,28,111,146
96,20247982,https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-silver-colour-20247982/,SVÄRTA,Beds,Tord Björklund,875,No old price,TRUE,No,Loft bed frame,90x200 cm,,186,97
97,20249896,https://www.ikea.com/sa/en/p/svaerta-desk-top-silver-colour-20249896/,SVÄRTA,Beds,Tord Björklund,300,SR 375,TRUE,No,Desk top,NA,88,2,200
98,20299688,https://www.ikea.com/sa/en/p/brennasen-leg-black-stained-20299688/,BRENNÄSEN,Beds,Ola Wihlborg,30,SR 50/4 pack,TRUE,No,Leg,10 cm,7,,7
99,20320128,https://www.ikea.com/sa/en/p/flekke-day-bed-frame-with-2-drawers-black-brown-20320128/,FLEKKE,Beds,K Hagberg/M Hagberg,1495,No old price,TRUE,No,Day-bed frame with 2 drawers,80x200 cm,,86,88
100,20400691,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-20400691/,BRIMNES,Beds,K Hagberg/M Hagberg,575,No old price,TRUE,No,Bed frame with storage,90x200 cm,54,47,96
101,20404806,https://www.ikea.com/sa/en/p/malm-ottoman-bed-white-20404806/,MALM,Beds,Eva Lilja Löwenhielm,1595,No old price,TRUE,Yes,Ottoman bed,160x200 cm,,,175
102,20424362,https://www.ikea.com/sa/en/p/fyresdal-day-bed-frame-black-20424362/,FYRESDAL,Beds,K Hagberg/M Hagberg,549,No old price,TRUE,No,Day-bed frame,80x200 cm,,94,88
103,20426525,https://www.ikea.com/sa/en/p/delaktig-headboard-black-20426525/,DELAKTIG,Beds,Tom Dixon,495,No old price,TRUE,No,Headboard,160 cm,,70,150
104,20467629,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-white-20467629/,MYDAL,Beds,IKEA of Sweden,895,No old price,TRUE,No,Bunk bed frame,90x200 cm,,157,97
105,29123958,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-white-s29123958/,MINNEN,Beds,IKEA of Sweden/Tina Christensen,395,SR 445,TRUE,No,Ext bed frame with slatted bed base,80x200 cm,,,85
106,29179554,https://www.ikea.com/sa/en/p/ramsta-day-bed-frame-with-slatted-bed-base-white-s29179554/,RAMSTA,Beds,IKEA of Sweden,445,No old price,TRUE,No,Day-bed frame with slatted bed base,90x200 cm,,80,97
107,29188822,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-2-storage-boxes-white-stain-luroey-s29188822/,HEMNES,Beds,IKEA of Sweden/Carina Bengs,1145,No old price,TRUE,Yes,Bed frame with 2 storage boxes,90x200 cm,,,104
108,29194427,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-s29194427/,HEMNES,Beds,IKEA of Sweden/Carina Bengs,1375,"SR 1,595",TRUE,Yes,Bed frame with 4 storage boxes,140x200 cm,,,154
109,29239459,https://www.ikea.com/sa/en/p/saeboevik-divan-bed-grey-firm-s29239459/,SÄBÖVIK,Beds,IKEA of Sweden,1745,No old price,TRUE,Yes,Divan bed,140x200 cm,,90,140
110,29241160,https://www.ikea.com/sa/en/p/songesand-bed-frame-with-4-storage-boxes-brown-loenset-s29241160/,SONGESAND,Beds,IKEA of Sweden,1245,No old price,TRUE,Yes,Bed frame with 4 storage boxes,140x200 cm,64,14,153
111,29250753,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-dark-beige-s29250753/,LAUVIK,Beds,Synnöve Mork/Ola Wihlborg/IKEA of Sweden,2425,"SR 3,245",TRUE,Yes,Divan bed,160x200 cm,,120,160
112,29257066,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-lejde-grey-black-s29257066/,LIDHULT,Beds,IKEA of Sweden/Henrik Preutz,4040,No old price,TRUE,Yes,2-seat sofa-bed,NA,98,102,208
113,29266184,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-5-seat-lejde-grey-black-s29266184/,LIDHULT,Beds,IKEA of Sweden/Henrik Preutz,7785,No old price,TRUE,Yes,Corner sofa-bed,5-seat,98,102,294
114,29277639,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-6-seat-with-chaise-longue-lejde-red-brown-red-brown-s29277639/,LIDHULT,Beds,IKEA of Sweden/Henrik Preutz,9585,No old price,TRUE,Yes,Corner sofa-bed,6-seat,164,102,387
115,29277724,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-w-2-sofa-beds-murum-white-s29277724/,VALLENTUNA,Beds,Ehlén Johansson,4320,"SR 5,400",TRUE,Yes,2-seat modular sofa w 2 sofa-beds,NA,113,84,186
116,29278101,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,GRÖNLID,Beds,IKEA of Sweden/Francis Cayouette/Ehlén Johansson,3595,No old price,TRUE,Yes,2-seat sofa-bed,NA,98,104,196
117,29278158,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-open-end-ljungen-medium-grey-s29278158/,GRÖNLID,Beds,Francis Cayouette/Ehlén Johansson/IKEA of Sweden,4270,No old price,TRUE,Yes,3-seat sofa-bed,NA,98,104,231
118,29285521,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-section-gunnared-beige-s29285521/,VIMLE,Beds,Ehlén Johansson/IKEA of Sweden,2945,No old price,TRUE,Yes,2-seat sofa-bed section,NA,98,83,160
119,29288100,https://www.ikea.com/sa/en/p/delaktig-bed-frame-with-2-side-tables-aluminium-black-s29288100/,DELAKTIG,Beds,IKEA of Sweden/Tom Dixon,1800,No old price,TRUE,No,Bed frame with 2 side tables,160x200 cm,,29,204
120,29291956,https://www.ikea.com/sa/en/p/slaekt-bed-frame-w-storage-slatted-bedbase-white-s29291956/,SLÄKT,Beds,IKEA of Sweden/Ebba Strandmark,1395,No old price,TRUE,No,Bed frame w storage+slatted bedbase,90x200 cm,57,14,96
121,29297454,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-vissle-purple-s29297454/,FLOTTEBO,Beds,C Halskov/H Dalsgaard,1676,"SR 2,095",TRUE,Yes,Sofa-bed with side table,90 cm,90,79,200
