sn,item_id,link,product_name,category,designer,price,old_price,sellable_online,other_colors,short_description,dimension,depth,height,width
2093,60240035,https://www.ikea.com/sa/en/p/askholmen-table-outdoor-foldable-grey-brown-grey-brown-stained-light-brown-light-brown-stained-60240035/,ASKHOLMEN,Outdoor furniture,IKEA of Sweden,149,No old price,TRUE,No,"Table, outdoor",60x62 cm,,73,60
2094,60264540,https://www.ikea.com/sa/en/p/halloe-seat-cushion-outdoor-black-60264540/,HÄLLÖ,Outdoor furniture,IKEA of Sweden,115,No old price,TRUE,No,"Seat cushion, outdoor",62x62 cm,62,,62
2095,60357737,https://www.ikea.com/sa/en/p/utter-childrens-table-in-outdoor-white-60357737/,UTTER,Outdoor furniture,K Hagberg/M Hagberg,45,No old price,TRUE,No,Children's table,NA,,43,42
2096,60365167,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-red-60365167/,MAMMUT,Outdoor furniture,M Kjelstrup/A Östgaard,129,No old price,TRUE,No,Children's table,77x55 cm,,48,55
2097,60365346,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-blue-60365346/,MAMMUT,Outdoor furniture,M Kjelstrup/A Östgaard,59,No old price,TRUE,No,Children's chair,NA,36,67,39
2098,60373624,https://www.ikea.com/sa/en/p/solleroen-one-seat-section-outdoor-brown-60373624/,SOLLERÖN,Outdoor furniture,Jonas Hultqvist,519,No old price,TRUE,Yes,"One-seat section, outdoor",NA,82,74,62
2099,60391717,https://www.ikea.com/sa/en/p/froesoen-cover-for-chair-cushion-outdoor-dark-grey-60391717/,FRÖSÖN,Outdoor furniture,Eva Lilja Löwenhielm,17.4,SR 29,TRUE,Yes,Cover for chair cushion,44x44 cm,44,,44
2100,60406808,https://www.ikea.com/sa/en/p/krokholmen-coffee-table-outdoor-orange-60406808/,KROKHOLMEN,Outdoor furniture,Marcus Arvonen,175,No old price,TRUE,No,"Coffee table, outdoor",NA,,44,
2101,60409821,https://www.ikea.com/sa/en/p/tosteroe-storage-bag-for-cushions-black-60409821/,TOSTERÖ,Outdoor furniture,IKEA of Sweden,75,No old price,TRUE,No,Storage bag for cushions,62x62 cm,,25,62
2102,60417897,https://www.ikea.com/sa/en/p/duvholmen-inner-cushion-for-chair-cushion-outdoor-grey-60417897/,DUVHOLMEN,Outdoor furniture,IKEA of Sweden,35,No old price,TRUE,No,Inner cushion for chair cushion,NA,50,,50
2103,60424586,https://www.ikea.com/sa/en/p/solleroen-armrest-section-outdoor-dark-grey-60424586/,SOLLERÖN,Outdoor furniture,Jonas Hultqvist,495,No old price,TRUE,No,"Armrest section, outdoor",NA,82,53,18
2104,69253033,https://www.ikea.com/sa/en/p/froesoen-duvholmen-chair-cushion-outdoor-dark-grey-s69253033/,FRÖSÖN/DUVHOLMEN,Outdoor furniture,Eva Lilja Löwenhielm/IKEA of Sweden,29.4,SR 39,TRUE,Yes,"Chair cushion, outdoor",35 cm,,,
2105,69253108,https://www.ikea.com/sa/en/p/froesoen-duvholmen-back-cushion-outdoor-dark-grey-s69253108/,FRÖSÖN/DUVHOLMEN,Outdoor furniture,Eva Lilja Löwenhielm/IKEA of Sweden,88,No old price,TRUE,Yes,"Back cushion, outdoor",62x44 cm,,,62
2106,69291902,https://www.ikea.com/sa/en/p/sjaelland-table-6-reclining-chairs-outdoor-light-brown-kuddarna-light-blue-s69291902/,SJÄLLAND,Outdoor furniture,David Wahl/IKEA of Sweden,3286,"SR 3,965",TRUE,Yes,"Table+6 reclining chairs, outdoor",156x90 cm,,73,90
2107,69898415,https://www.ikea.com/sa/en/p/taernoe-table-2-chairs-outdoor-black-acacia-grey-brown-stained-steel-light-brown-stained-s69898415/,TÄRNÖ,Outdoor furniture,IKEA of Sweden,199,No old price,TRUE,Yes,"Table+2 chairs, outdoor",NA,,,
2108,70095429,https://www.ikea.com/sa/en/p/taernoe-table-outdoor-black-acacia-grey-brown-stained-steel-light-brown-stained-70095429/,TÄRNÖ,Outdoor furniture,IKEA of Sweden,89,No old price,TRUE,No,"Table, outdoor",55x54 cm,,70,54
2109,70208539,https://www.ikea.com/sa/en/p/aepplaroe-reclining-chair-outdoor-brown-foldable-brown-stained-brown-70208539/,ÄPPLARÖ,Outdoor furniture,K Hagberg/M Hagberg,275,No old price,TRUE,No,"Reclining chair, outdoor",NA,80,101,63
2110,70228325,https://www.ikea.com/sa/en/p/resoe-childrens-picnic-table-grey-brown-stained-grey-brown-70228325/,RESÖ,Outdoor furniture,IKEA of Sweden,205,No old price,TRUE,No,Children's picnic table,NA,,49,89
2111,70234185,https://www.ikea.com/sa/en/p/skarpoe-armchair-outdoor-white-70234185/,SKARPÖ,Outdoor furniture,Magnus Elebäck,179,No old price,TRUE,No,"Armchair, outdoor",NA,81,71,79
2112,70264460,https://www.ikea.com/sa/en/p/halloe-seat-back-cushion-outdoor-black-70264460/,HÄLLÖ,Outdoor furniture,IKEA of Sweden,149,No old price,TRUE,No,"Seat/back cushion, outdoor",116x47 cm,,,47
2113,70267133,https://www.ikea.com/sa/en/p/vaeddoe-stool-outdoor-white-70267133/,VÄDDÖ,Outdoor furniture,Henrik Preutz,35.4,SR 59,TRUE,No,"Stool, outdoor",NA,33,46,36
2114,70292321,https://www.ikea.com/sa/en/p/tosteroe-cover-for-sun-lounger-black-70292321/,TOSTERÖ,Outdoor furniture,IKEA of Sweden,103,No old price,TRUE,No,Cover for sun lounger,NA,,40,60
2115,70319288,https://www.ikea.com/sa/en/p/ytteroen-chair-cushion-outdoor-blue-70319288/,YTTERÖN,Outdoor furniture,IKEA of Sweden,27,No old price,TRUE,No,"Chair cushion, outdoor",35 cm,,,
2116,70386503,https://www.ikea.com/sa/en/p/sjaelland-chair-with-armrests-outdoor-light-grey-light-brown-70386503/,SJÄLLAND,Outdoor furniture,David Wahl,276,SR 345,TRUE,No,"Chair with armrests, outdoor",NA,60,86,60
2117,70391712,https://www.ikea.com/sa/en/p/froesoen-cover-for-back-cushion-outdoor-beige-70391712/,FRÖSÖN,Outdoor furniture,Eva Lilja Löwenhielm,39,No old price,TRUE,Yes,Cover for back cushion,62x44 cm,,,62
2118,70401706,https://www.ikea.com/sa/en/p/sjaelland-bench-outdoor-light-grey-dark-grey-70401706/,SJÄLLAND,Outdoor furniture,David Wahl,340,SR 425,TRUE,No,"Bench, outdoor",136 cm,42,52,136
2119,70410744,https://www.ikea.com/sa/en/p/husaroe-side-table-outdoor-dark-grey-70410744/,HUSARÖ,Outdoor furniture,Ola Wihlborg,245,No old price,TRUE,No,"Side table, outdoor",49x49 cm,,73,49
2120,70418170,https://www.ikea.com/sa/en/p/praestholm-bench-with-backrest-outdoor-grey-70418170/,PRÄSTHOLM,Outdoor furniture,Ola Wihlborg,695,No old price,TRUE,No,"Bench with backrest, outdoor",NA,52,79,113
2121,70419787,https://www.ikea.com/sa/en/p/aepplaroe-table-outdoor-brown-stained-70419787/,ÄPPLARÖ,Outdoor furniture,K Hagberg/M Hagberg,675,No old price,TRUE,No,"Table, outdoor",140x140 cm,,72,140
2122,70424147,https://www.ikea.com/sa/en/p/brusen-3-seat-sofa-outdoor-red-70424147/,BRUSEN,Outdoor furniture,Ola Wihlborg,1036,"SR 1,295",TRUE,No,"3-seat sofa, outdoor",NA,64,75,146
2123,79183681,https://www.ikea.com/sa/en/p/aepplaroe-table-2-chrs-w-armr-bench-brown-stained-ytteroen-blue-s79183681/,ÄPPLARÖ,Outdoor furniture,K Hagberg/M Hagberg/IKEA of Sweden,1786,No old price,TRUE,Yes,Table+2 chrs w armr+bench,NA,,,
2124,79258271,https://www.ikea.com/sa/en/p/kungsholmen-modular-corner-sofa-3-seat-outdoor-black-brown-froesoen-duvholmen-beige-s79258271/,KUNGSHOLMEN,Outdoor furniture,Eva Lilja Löwenhielm/IKEA of Sweden/Nike Karlsson,2792.8,"SR 3,208",TRUE,Yes,"Modular corner sofa 3-seat, outdoor",NA,80,90,222
2125,79262447,https://www.ikea.com/sa/en/p/sjaelland-table-outdoor-light-brown-light-grey-s79262447/,SJÄLLAND,Outdoor furniture,David Wahl,676,SR 845,TRUE,No,"Table, outdoor",156x90 cm,,73,90
2126,79291360,https://www.ikea.com/sa/en/p/froesoen-duvholmen-chair-cushion-outdoor-dark-grey-s79291360/,FRÖSÖN/DUVHOLMEN,Outdoor furniture,Eva Lilja Löwenhielm/IKEA of Sweden,70,No old price,TRUE,Yes,"Chair cushion, outdoor",50x50 cm,50,,50
2127,79303645,https://www.ikea.com/sa/en/p/solleroen-3-seat-modular-sofa-outdoor-dark-grey-kuddarna-beige-s79303645/,SOLLERÖN,Outdoor furniture,Jonas Hultqvist/IKEA of Sweden,2412,No old price,TRUE,Yes,"3-seat modular sofa, outdoor",223x82x84 cm,82,84,223
2128,80208529,https://www.ikea.com/sa/en/p/aepplaroe-bench-with-backrest-outdoor-brown-stained-brown-80208529/,ÄPPLARÖ,Outdoor furniture,K Hagberg/M Hagberg,445,No old price,TRUE,No,"Bench with backrest, outdoor",NA,65,80,117
2129,80213446,https://www.ikea.com/sa/en/p/aepplaroe-table-stool-section-outdoor-brown-stained-brown-80213446/,ÄPPLARÖ,Outdoor furniture,K Hagberg/M Hagberg,205,No old price,TRUE,No,"Table/stool section, outdoor",63x63 cm,,28,63
2130,80251513,https://www.ikea.com/sa/en/p/garoe-hammock-stand-outdoor-grey-80251513/,GÄRÖ,Outdoor furniture,IKEA of Sweden,339,No old price,TRUE,No,"Hammock stand, outdoor",NA,,129,119
2131,80259514,https://www.ikea.com/sa/en/p/vaeddoe-table-outdoor-white-80259514/,VÄDDÖ,Outdoor furniture,Henrik Preutz,177,SR 295,TRUE,No,"Table, outdoor, outdoor",116x74 cm,,71,74
2132,80264493,https://www.ikea.com/sa/en/p/halloe-back-cushion-outdoor-black-80264493/,HÄLLÖ,Outdoor furniture,IKEA of Sweden,75,No old price,TRUE,No,"Back cushion, outdoor",62x42 cm,42,,62
2133,80267137,https://www.ikea.com/sa/en/p/vaeddoe-chair-outdoor-white-80267137/,VÄDDÖ,Outdoor furniture,Henrik Preutz,75,SR 125,TRUE,No,"Chair, outdoor",NA,46,79,40
2134,80287362,https://www.ikea.com/sa/en/p/fredoen-hammock-beige-80287362/,FREDÖN,Outdoor furniture,IKEA of Sweden,225,No old price,TRUE,No,Hammock,NA,,,100
2135,80291731,https://www.ikea.com/sa/en/p/aepplaroe-gateleg-table-for-wall-outdoor-brown-stained-80291731/,ÄPPLARÖ,Outdoor furniture,K Hagberg/M Hagberg,205,No old price,TRUE,No,"Gateleg table for wall, outdoor",80x56 cm,,72,56
2136,80292330,https://www.ikea.com/sa/en/p/tosteroe-cover-for-barbecue-black-80292330/,TOSTERÖ,Outdoor furniture,IKEA of Sweden,103,No old price,TRUE,No,Cover for barbecue,NA,,111,52
2137,80311828,https://www.ikea.com/sa/en/p/saltholmen-chair-outdoor-foldable-beige-80311828/,SALTHOLMEN,Outdoor furniture,Jon Karlsson,125,No old price,TRUE,No,"Chair, outdoor",NA,46,83,42
2138,80311833,https://www.ikea.com/sa/en/p/saltholmen-table-outdoor-foldable-beige-80311833/,SALTHOLMEN,Outdoor furniture,Jon Karlsson,195,No old price,TRUE,No,"Table, outdoor",65 cm,,71,
2139,80314704,https://www.ikea.com/sa/en/p/ytteroen-seat-back-cushion-outdoor-blue-80314704/,YTTERÖN,Outdoor furniture,IKEA of Sweden,99,No old price,TRUE,No,"Seat/back cushion, outdoor",92x50 cm,,,50
2140,80321021,https://www.ikea.com/sa/en/p/askholmen-table-for-wall-outdoor-folding-grey-brown-stained-light-brown-stained-light-brown-80321021/,ASKHOLMEN,Outdoor furniture,Jon Karlsson,155,No old price,TRUE,No,"Table for wall, outdoor",70x44 cm,,71,44
2141,80336466,https://www.ikea.com/sa/en/p/krokholmen-coffee-table-outdoor-beige-80336466/,KROKHOLMEN,Outdoor furniture,Marcus Arvonen,175,No old price,TRUE,No,"Coffee table, outdoor",NA,,44,
2142,80351819,https://www.ikea.com/sa/en/p/kungsoe-seat-cushion-outdoor-white-80351819/,KUNGSÖ,Outdoor furniture,IKEA of Sweden,149,No old price,TRUE,No,"Seat cushion, outdoor",62x62 cm,62,,62
2143,80373618,https://www.ikea.com/sa/en/p/solleroen-coffee-table-outdoor-anthracite-brown-80373618/,SOLLERÖN,Outdoor furniture,Jonas Hultqvist,395,No old price,TRUE,Yes,"Coffee table, outdoor",92x62 cm,,51,62
2144,80382321,https://www.ikea.com/sa/en/p/mammut-childrens-chair-in-outdoor-pink-80382321/,MAMMUT,Outdoor furniture,M Kjelstrup/A Östgaard,59,No old price,TRUE,No,Children's chair,NA,36,67,39
2145,80391716,https://www.ikea.com/sa/en/p/froesoen-cover-for-chair-cushion-outdoor-dark-grey-80391716/,FRÖSÖN,Outdoor furniture,Eva Lilja Löwenhielm,14.4,SR 24,TRUE,Yes,Cover for chair cushion,35 cm,,,
2146,80391839,https://www.ikea.com/sa/en/p/duvholmen-inner-cushion-for-chair-cushion-outdoor-grey-80391839/,DUVHOLMEN,Outdoor furniture,IKEA of Sweden,15,No old price,TRUE,No,Inner cushion for chair cushion,NA,,,
2147,80391844,https://www.ikea.com/sa/en/p/duvholmen-inner-cushion-for-chair-cushion-outdoor-grey-80391844/,DUVHOLMEN,Outdoor furniture,IKEA of Sweden,30,No old price,TRUE,No,Inner cushion for chair cushion,44x44 cm,44,,44
2148,89259963,https://www.ikea.com/sa/en/p/aepplaroe-easy-chair-outdoor-brown-stained-froesoen-duvholmen-dark-grey-s89259963/,ÄPPLARÖ,Outdoor furniture,Eva Lilja Löwenhielm/K Hagberg/M Hagberg/IKEA of Sweden,542,No old price,TRUE,Yes,"Easy chair, outdoor",63x80x84 cm,80,84,63
2149,89260075,https://www.ikea.com/sa/en/p/aepplaroe-3-seat-modular-sofa-outdoor-brown-stained-froesoen-duvholmen-beige-s89260075/,ÄPPLARÖ,Outdoor furniture,Eva Lilja Löwenhielm/K Hagberg/M Hagberg/IKEA of Sweden,2034,No old price,TRUE,Yes,"3-seat modular sofa, outdoor",223x80x84 cm,80,84,223
2150,90095428,https://www.ikea.com/sa/en/p/taernoe-chair-outdoor-acacia-foldable-black-grey-brown-stained-steel-light-brown-stained-90095428/,TÄRNÖ,Outdoor furniture,IKEA of Sweden,55,No old price,TRUE,No,"Chair, outdoor",NA,40,79,39
2151,90208543,https://www.ikea.com/sa/en/p/aepplaroe-sun-lounger-brown-stained-brown-90208543/,ÄPPLARÖ,Outdoor furniture,K Hagberg/M Hagberg,519,No old price,TRUE,No,Sun lounger,NA,,33,71
2152,90287413,https://www.ikea.com/sa/en/p/bunsoe-childrens-easy-chair-outdoor-white-90287413/,BUNSÖ,Outdoor furniture,Thomas Sandell,69,No old price,TRUE,No,"Children's easy chair, outdoor",NA,63,49,51
2153,90313092,https://www.ikea.com/sa/en/p/falholmen-table-outdoor-grey-brown-stained-light-brown-stained-90313092/,FALHOLMEN,Outdoor furniture,Andreas Fredriksson,415,No old price,TRUE,No,Table,179x94x90 cm,,72,73
2154,90336550,https://www.ikea.com/sa/en/p/benoe-chair-pad-outdoor-90336550/,BENÖ,Outdoor furniture,Paulin Machado,9,No old price,TRUE,No,"Chair pad, outdoor",35 cm,,,
2155,90339742,https://www.ikea.com/sa/en/p/mastholmen-coffee-table-outdoor-90339742/,MASTHOLMEN,Outdoor furniture,Nike Karlsson,255,No old price,TRUE,No,"Coffee table, outdoor",68 cm,,45,
2156,90365180,https://www.ikea.com/sa/en/p/mammut-childrens-table-in-outdoor-blue-90365180/,MAMMUT,Outdoor furniture,M Kjelstrup/A Östgaard,149,No old price,TRUE,No,Children's table,85 cm,,48,
2157,90417909,https://www.ikea.com/sa/en/p/kuddarna-chair-cushion-outdoor-beige-90417909/,KUDDARNA,Outdoor furniture,IKEA of Sweden,49,No old price,TRUE,Yes,"Chair cushion, outdoor",50x50 cm,50,,50
2158,90417914,https://www.ikea.com/sa/en/p/kuddarna-chair-cushion-outdoor-light-blue-90417914/,KUDDARNA,Outdoor furniture,IKEA of Sweden,49,No old price,TRUE,No,"Chair cushion, outdoor",50x50 cm,50,,50
2159,99251966,https://www.ikea.com/sa/en/p/havsten-3-seat-sofa-in-outdoor-beige-s99251966/,HAVSTEN,Outdoor furniture,Andreas Fredriksson,3120,No old price,TRUE,No,"3-seat sofa, in/outdoor",260x94x90 cm,94,90,260
2160,99258005,https://www.ikea.com/sa/en/p/kungsholmen-3-seat-modular-sofa-outdoor-black-brown-froesoen-duvholmen-dark-grey-s99258005/,KUNGSHOLMEN,Outdoor furniture,Nike Karlsson/IKEA of Sweden/Eva Lilja Löwenhielm,2160.4,"SR 2,368",TRUE,Yes,"3-seat modular sofa, outdoor",222x80x90 cm,80,90,222
2161,99262168,https://www.ikea.com/sa/en/p/aepplaroe-modular-corner-sofa-3-seat-outdoor-brown-stained-froesoen-duvholmen-dark-grey-s99262168/,ÄPPLARÖ,Outdoor furniture,Eva Lilja Löwenhielm/K Hagberg/M Hagberg/IKEA of Sweden,2576,No old price,TRUE,Yes,"Modular corner sofa 3-seat, outdoor",143/223x80x84 cm,80,84,223
2162,99262432,https://www.ikea.com/sa/en/p/sjaelland-table-outdoor-light-brown-light-grey-s99262432/,SJÄLLAND,Outdoor furniture,David Wahl,380,SR 475,TRUE,No,"Table, outdoor",71x71x73 cm,,73,71
2163,99285928,https://www.ikea.com/sa/en/p/solleroen-modular-corner-sofa-3-seat-outdoor-brown-froesoen-duvholmen-beige-s99285928/,SOLLERÖN,Outdoor furniture,Eva Lilja Löwenhielm/Jonas Hultqvist/IKEA of Sweden,3564,No old price,TRUE,No,"Modular corner sofa 3-seat, outdoor",NA,82,88,144
2164,99335985,https://www.ikea.com/sa/en/p/frekvens-bar-table-and-2-bar-stools-s99335985/,FREKVENS,Outdoor furniture,Nicholai Wiig Hansen,619,SR 855,TRUE,No,Bar table and 2 bar stools,NA,,,
2165,9017483,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-black-brown-s09017483/,KALLAX,Room dividers,Tord Björklund,695,No old price,TRUE,Yes,Shelving unit with 4 inserts,147x147 cm,39,147,147
2166,9157261,https://www.ikea.com/sa/en/p/elvarli-1-section-white-s09157261/,ELVARLI,Room dividers,Ehlén Johansson,440,SR 540,TRUE,No,1 section,52x36x222-350 cm,35,,51
2167,9278338,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-10-inserts-white-s09278338/,KALLAX,Room dividers,IKEA of Sweden/Tord Björklund,1350,No old price,TRUE,Yes,Shelving unit with 10 inserts,182x182 cm,39,182,182
2168,19278328,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s19278328/,KALLAX,Room dividers,Tord Björklund,745,No old price,TRUE,Yes,Shelving unit with 4 inserts,147x147 cm,39,147,147
2169,30275861,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-30275861/,KALLAX,Room dividers,Tord Björklund,495,No old price,TRUE,Yes,Shelving unit,147x147 cm,39,147,147
2170,59315159,https://www.ikea.com/sa/en/p/elvarli-3-sections-s59315159/,ELVARLI,Room dividers,Ehlén Johansson,2397,"SR 2,945",TRUE,No,3 sections,258x51x222-350 cm,51,,258
2171,69017475,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-8-inserts-white-s69017475/,KALLAX,Room dividers,Tord Björklund,895,No old price,TRUE,Yes,Shelving unit with 8 inserts,147x147 cm,39,147,147
2172,69157376,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-s69157376/,ELVARLI,Room dividers,Ehlén Johansson,1231,"SR 1,535",TRUE,No,2 sections,175x51x222-350 cm,50,,175
2173,70268811,https://www.ikea.com/sa/en/p/bekant-screen-for-desk-grey-70268811/,BEKANT,Room dividers,K Malmvall/E Lilja Löwenhielm,357,SR 595,TRUE,Yes,Screen for desk,120 cm,,120,83
2174,70301537,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-70301537/,KALLAX,Room dividers,IKEA of Sweden,725,No old price,TRUE,Yes,Shelving unit,182x182 cm,39,182,182
2175,79166399,https://www.ikea.com/sa/en/p/vidga-room-divider-for-corner-white-s79166399/,VIDGA,Room dividers,David Wahl,220,No old price,TRUE,No,Room divider for corner,NA,,,
2176,90443135,https://www.ikea.com/sa/en/p/raskog-trolley-grey-green-90443135/,RÄSKOG,Room dividers,Nike Karlsson,189,No old price,TRUE,Yes,Trolley,35x45x78 cm,,78,45
2177,99188003,https://www.ikea.com/sa/en/p/elvarli-4-sections-white-bamboo-s99188003/,ELVARLI,Room dividers,Ehlén Johansson,2377,"SR 3,025",TRUE,No,4 sections,262x36x222-350 cm,35,,261
2178,105064,https://www.ikea.com/sa/en/p/liatorp-console-table-white-glass-00105064/,LIATORP,"Sideboards, buffets & console tables",Carina Bengs,445,No old price,TRUE,No,Console table,133x37 cm,,75,37
2179,327772,https://www.ikea.com/sa/en/p/malsjoe-sideboard-basic-unit-black-stained-00327772/,MALSJÖ,"Sideboards, buffets & console tables",Carina Bengs,2100,No old price,TRUE,No,Sideboard basic unit,145x92 cm,48,92,145
2180,9139724,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-lappviken-grey-stained-walnut-effect-s09139724/,BESTÅ,"Sideboards, buffets & console tables",IKEA of Sweden,890,No old price,TRUE,Yes,Storage combination with doors,180x40x74 cm,40,74,180
2181,9208029,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-lappviken-sindvik-white-clear-glass-s09208029/,BESTÅ,"Sideboards, buffets & console tables",IKEA of Sweden/Marcus Arvonen,1650,No old price,TRUE,Yes,Storage combination with doors,180x42x112 cm,42,112,180
2182,10251451,https://www.ikea.com/sa/en/p/ikea-ps-cabinet-white-10251451/,IKEA PS,"Sideboards, buffets & console tables",Nicholai Wiig Hansen,425,No old price,TRUE,No,Cabinet,119x63 cm,40,63,119
2183,10459903,https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-green-10459903/,KALLAX,"Sideboards, buffets & console tables",Tord Björklund,295,No old price,TRUE,Yes,Shelving unit,77x147 cm,39,147,77
2184,19279177,https://www.ikea.com/sa/en/p/lixhult-cabinet-combination-grey-s19279177/,LIXHULT,"Sideboards, buffets & console tables",Jon Karlsson,350,No old price,TRUE,No,Cabinet combination,120x35x57 cm,35,35,120
2185,30409035,https://www.ikea.com/sa/en/p/listerby-console-table-brown-30409035/,LISTERBY,"Sideboards, buffets & console tables",Henrik Preutz,495,No old price,TRUE,No,Console table,92x38x71 cm,,71,38
2186,39300856,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-white-lappviken-white-clear-glass-s39300856/,BESTÅ,"Sideboards, buffets & console tables",IKEA of Sweden/Marcus Arvonen,965,No old price,TRUE,Yes,Storage combination w glass doors,60x42x193 cm,42,193,60
2187,40309257,https://www.ikea.com/sa/en/p/hemnes-sideboard-white-stain-40309257/,HEMNES,"Sideboards, buffets & console tables",Carina Bengs,1395,No old price,TRUE,Yes,Sideboard,157x88 cm,47,88,157
2188,40404202,https://www.ikea.com/sa/en/p/havsta-console-table-white-40404202/,HAVSTA,"Sideboards, buffets & console tables",IKEA of Sweden,495,No old price,TRUE,Yes,Console table,100x35x63 cm,,63,35
2189,49221038,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-white-s49221038/,EKET,"Sideboards, buffets & console tables",Jon Karlsson,620,No old price,TRUE,Yes,Cabinet combination with legs,140x35x80 cm,35,80,140
2190,50415196,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-grey-50415196/,HAVSTA,"Sideboards, buffets & console tables",IKEA of Sweden,695,No old price,TRUE,Yes,Cabinet with plinth,81x47x89 cm,47,89,81
2191,59278307,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/,KALLAX,"Sideboards, buffets & console tables",Tord Björklund,500,No old price,TRUE,Yes,Shelving unit with 4 inserts,77x147 cm,39,147,77
2192,60342072,https://www.ikea.com/sa/en/p/regissoer-cabinet-brown-60342072/,REGISSÖR,"Sideboards, buffets & console tables",K Hagberg/M Hagberg,796,SR 995,TRUE,Yes,Cabinet,118x110 cm,38,110,118
2193,70388620,https://www.ikea.com/sa/en/p/havsta-cabinet-with-plinth-white-70388620/,HAVSTA,"Sideboards, buffets & console tables",IKEA of Sweden,995,No old price,TRUE,Yes,Cabinet with plinth,121x47x89 cm,47,89,121
2194,70439728,https://www.ikea.com/sa/en/p/liatorp-sideboard-white-70439728/,LIATORP,"Sideboards, buffets & console tables",Carina Bengs,1345,No old price,TRUE,No,Sideboard,145x87 cm,48,87,145
2195,79265945,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-white-s79265945/,HAVSTA,"Sideboards, buffets & console tables",IKEA of Sweden,1950,No old price,TRUE,Yes,Storage combination w glass doors,162x37x134 cm,37,134,162
2196,79275119,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-white-clear-glass-s79275119/,HAVSTA,"Sideboards, buffets & console tables",IKEA of Sweden,1395,No old price,TRUE,Yes,Glass-door cabinet with plinth,121x37x134 cm,37,134,121
2197,79301788,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-hanviken-stubbarp-black-brown-clear-glass-s79301788/,BESTÅ,"Sideboards, buffets & console tables",IKEA of Sweden/Marcus Arvonen,1820,No old price,TRUE,Yes,Storage combination w doors/drawers,120x42x240 cm,42,240,120
2198,80360951,https://www.ikea.com/sa/en/p/idasen-cabinet-with-sliding-glass-doors-beige-80360951/,IDÅSEN,"Sideboards, buffets & console tables",Jon Karlsson,1495,No old price,TRUE,No,Cabinet with sliding glass doors,120x140 cm,45,140,120
2199,89265836,https://www.ikea.com/sa/en/p/havsta-storage-combination-white-s89265836/,HAVSTA,"Sideboards, buffets & console tables",IKEA of Sweden,1550,No old price,TRUE,Yes,Storage combination,162x37x134 cm,37,134,162
2200,99266053,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s99266053/,HAVSTA,"Sideboards, buffets & console tables",IKEA of Sweden,1900,No old price,TRUE,Yes,Storage combination w glass-doors,162x37x134 cm,37,134,162
2201,102065,https://www.ikea.com/sa/en/p/lycksele-loevas-mattress-00102065/,LYCKSELE LÖVÄS,Sofas & armchairs,IKEA of Sweden,495,No old price,TRUE,No,Mattress,140x188 cm,,,
2202,198591,https://www.ikea.com/sa/en/p/kivik-three-seat-sofa-grann-bomstad-black-00198591/,KIVIK,Sofas & armchairs,Ola Wihlborg,3800,"SR 4,750",TRUE,No,Three-seat sofa,NA,95,83,227
2203,228705,https://www.ikea.com/sa/en/p/brimnes-day-bed-frame-with-2-drawers-white-00228705/,BRIMNES,Sofas & armchairs,K Hagberg/M Hagberg,1095,No old price,TRUE,No,Day-bed frame with 2 drawers,80x200 cm,53,21,86
2204,289317,https://www.ikea.com/sa/en/p/stocksund-legs-for-armchair-sofas-black-00289317/,STOCKSUND,Sofas & armchairs,Nike Karlsson,100,No old price,TRUE,No,Legs for armchair/sofas,NA,,18,
2205,289322,https://www.ikea.com/sa/en/p/stocksund-legs-for-armchair-sofas-light-brown-00289322/,STOCKSUND,Sofas & armchairs,Nike Karlsson,100,No old price,TRUE,No,Legs for armchair/sofas,NA,,18,
2206,328347,https://www.ikea.com/sa/en/p/soederhamn-cover-for-1-seat-section-finnsta-turquoise-00328347/,SÖDERHAMN,Sofas & armchairs,Ola Wihlborg,375,No old price,TRUE,Yes,Cover for 1-seat section,NA,,,
2207,340472,https://www.ikea.com/sa/en/p/dihult-pouffe-katorp-natural-00340472/,DIHULT,Sofas & armchairs,Gustav Carlberg,262.5,SR 375,TRUE,No,Pouffe,NA,,20,116
